                                                            User  Job_Count  Avg_Allocated_VRAM  Total_GPU_Hours  Avg_GPUs  Avg_Weighted_VRAM_Efficiency  Weighted_Efficiency_Contribution
19                                              acpham_umass_edu         70           66.285714       155.425278       1.0                      0.248365                      1.720508e-04
251                                          mnakamura_umass_edu         30           80.000000       566.828611       1.0                      0.069451                      1.754588e-04
416                                            vbandi_umassd_edu         28           80.000000       224.126111       1.0                      0.177906                      1.777171e-04
288                                              osaha_umass_edu        325           79.753846      2297.025278       1.0                      0.017381                      1.779479e-04
164                                           ideznabi_umass_edu        127           80.000000       993.051667       1.0                      0.041709                      1.846079e-04
95                                          csamarinas_umass_edu         43           80.000000       446.322500       1.0                      0.093595                      1.861852e-04
425                                       waabdelrahma_umass_edu         18           80.000000        47.080833       1.0                      0.895069                      1.878217e-04
459                                         zeyuanyang_umass_edu        710           79.323944      3603.278889       1.0                      0.011915                      1.913585e-04
206                                          kgudipaty_umass_edu         34           80.000000       115.890833       1.0                      0.371351                      1.918135e-04
436                                             xwang3_umass_edu       1019           79.842983      7264.200000       1.0                      0.005954                      1.927625e-04
55                                         ashwin_girish_uri_edu          9           80.000000       533.290833       1.0                      0.085966                      2.043322e-04
48                                        arghyadeepda_umass_edu          5           80.000000        25.437222       1.0                      1.839263                      2.085253e-04
76                                         brian_mingels_uri_edu         38           80.000000       267.230278       1.0                      0.176140                      2.097915e-04
446                                         yipengdeng_umass_edu         57           77.894737       202.215833       1.0                      0.239172                      2.155613e-04
249                                              mmanuel_uri_edu         32           80.000000       120.621111       1.0                      0.437021                      2.349477e-04
160                                            hss822_utexas_edu        192           80.000000      1625.811667       1.0                      0.033088                      2.397685e-04
168                                    jacob_adamczyk001_umb_edu          9           80.000000       259.153333       1.0                      0.211701                      2.445261e-04
225                                           mchasmai_umass_edu        913           80.000000      6887.309722       1.0                      0.008141                      2.498964e-04
3                                             aamballa_umass_edu         68           80.000000       754.178889       1.0                      0.075714                      2.545032e-04
403                                          tifnguyen_umass_edu         67           79.402985       302.459444       1.0                      0.218120                      2.940415e-04
339                                         samuel_clyne_uri_edu        183           79.781421      2590.603056       1.0                      0.027675                      3.195507e-04
406                                           tmehboob_umass_edu          8           80.000000        39.494722       1.0                      1.838304                      3.235947e-04
326                                         ritta_negmfa_uri_edu          6           80.000000        72.013333       1.0                      1.135151                      3.643442e-04
413                                       vaishnavisha_umass_edu          7           80.000000        51.394444       1.0                      1.599823                      3.664656e-04
298                                            pinyang_umass_edu         28           80.000000       539.995278       1.0                      0.156806                      3.773955e-04
81                                       calvin_higgins2_uri_edu        266           80.000000      2126.151944       1.0                      0.040079                      3.798001e-04
176                                       jeongyeob_chae_uri_edu         39           80.000000       229.031944       1.0                      0.378078                      3.859429e-04
378                                         ssdasgupta_umass_edu         61           80.000000       935.694167       1.0                      0.113105                      4.716926e-04
361                                            smahmud_umass_edu         12           80.000000       119.414444       1.0                      0.952996                      5.072162e-04
259                                       mrastikerdar_umass_edu        109           77.798165       907.449444       1.0                      0.148293                      5.997745e-04
10                                        abhidipbhatt_umass_edu         15           80.000000       837.098056       1.0                      0.168472                      6.285636e-04
89                                        chenchengjia_umass_edu        416           80.000000      7789.385000       1.0                      0.019152                      6.649064e-04
69                                          bchhaglani_umass_edu         12           80.000000       330.098333       1.0                      0.521765                      7.676508e-04
144                                              gkhanna_uri_edu        219           80.000000     13507.188611       1.0                      0.016297                      9.811371e-04
0                                             aabedeen_umass_edu         20           80.000000       347.035278       1.0                      0.636275                      9.841554e-04
54                                             asharda_umass_edu          5           80.000000        84.442500       1.0                      2.621147                      9.865012e-04
303                                      poojan_patel001_umb_edu        937           79.871932     14348.446111       1.0                      0.017943                      1.147480e-03
208                                           kpanchal_umass_edu         12           80.000000       417.117500       1.0                      0.707518                      1.315349e-03
227                                       mdashrafulis_umass_edu         61           80.000000      2375.200000       1.0                      0.164463                      1.741055e-03
271                                    nikola_bukowiecka_uri_edu         16           80.000000      2390.446389       1.0                      0.926317                      9.869245e-03
