                                                            User  Job_Count  Avg_Allocated_VRAM  Total_GPU_Hours  Avg_GPUs  Avg_Weighted_VRAM_Efficiency  Weighted_Efficiency_Contribution
221                                           mchasmai_umass_edu        913           80.000000      6887.309722       1.0                      0.008141                      2.538557e-04
3                                             aamballa_umass_edu         68           80.000000       754.178889       1.0                      0.075714                      2.585355e-04
391                                          tifnguyen_umass_edu         67           79.402985       302.459444       1.0                      0.218120                      2.987001e-04
68                                          bchhaglani_umass_edu          5           80.000000       161.674444       1.0                      0.421301                      3.083943e-04
330                                         samuel_clyne_uri_edu        183           79.781421      2590.603056       1.0                      0.027675                      3.246136e-04
317                                         ritta_negmfa_uri_edu          5           80.000000        65.005556       1.0                      1.115564                      3.283349e-04
291                                            pinyang_umass_edu         28           80.000000       539.995278       1.0                      0.156806                      3.833748e-04
80                                       calvin_higgins2_uri_edu        266           80.000000      2126.151944       1.0                      0.040079                      3.858175e-04
394                                           tmehboob_umass_edu          6           80.000000        38.933056       1.0                      2.394425                      4.220769e-04
367                                         ssdasgupta_umass_edu         61           80.000000       935.694167       1.0                      0.113105                      4.791659e-04
350                                            smahmud_umass_edu         12           80.000000       119.414444       1.0                      0.952996                      5.152524e-04
252                                       mrastikerdar_umass_edu        109           77.798165       907.449444       1.0                      0.148293                      6.092771e-04
10                                        abhidipbhatt_umass_edu         15           80.000000       837.098056       1.0                      0.168472                      6.385223e-04
88                                        chenchengjia_umass_edu        416           80.000000      7789.385000       1.0                      0.019152                      6.754409e-04
53                                             asharda_umass_edu          5           80.000000        84.442500       1.0                      2.621147                      1.002131e-03
141                                              gkhanna_uri_edu        208           80.000000     13060.076111       1.0                      0.017108                      1.011641e-03
0                                             aabedeen_umass_edu         19           80.000000       340.457778       1.0                      0.669763                      1.032420e-03
296                                      poojan_patel001_umb_edu        937           79.871932     14348.446111       1.0                      0.017943                      1.165660e-03
204                                           kpanchal_umass_edu         12           80.000000       417.117500       1.0                      0.707518                      1.336189e-03
223                                       mdashrafulis_umass_edu         61           80.000000      2375.200000       1.0                      0.164463                      1.768639e-03
264                                    nikola_bukowiecka_uri_edu         16           80.000000      2390.446389       1.0                      0.926317                      1.002561e-02
